lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
16.0,6.0,2859.0,231.0,130.0,1.0,3.0,277132.0,85831.0,0.0,0.0,0.0,0.0,0.0,41.6,48.2,71.0,275.6,2.4,2969.0,1408118.0,84.0
32.0,28.0,1372.0,193.0,123.0,3.0,4.0,299105.0,65672.0,7.0,14.6,21.2,28.0,2.6,7.6,9.0,196.6,336.6,1.7,186.0,1015914.0,87.0
4.0,0.0,1660.0,108.0,96.0,0.6,0.4,126729.0,60770.0,16.8,21.8,21.8,0.0,14.8,3.2,9.8,33.8,81.2,1.0,208.0,1016526.0,91.0
28.0,1.0,2993.0,395.0,210.0,0.2,0.2,383988.0,75354.0,6.0,13.8,21.6,35.2,1.0,19.2,30.4,22.2,114.4,1.6,466.0,1025397.0,82.0
10.0,0.0,4261.0,527.0,266.0,1.8,3.0,330811.0,87989.0,0.0,0.0,0.0,0.0,0.0,11.8,16.8,190.2,323.2,6.2,2497.0,1338315.0,83.0
6.0,4.0,1627.0,148.0,69.0,1.0,1.2,263421.0,22570.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,80.84,140.12,1.8,413.0,986381.0,93.0
10.0,0.0,1032.0,252.0,100.0,0.6,1.0,399020.0,275959.0,0.0,0.0,0.0,0.0,0.0,10.6,20.6,56.0,85.8,4.4,1382.0,1602011.0,94.0
13.0,12.0,811.0,190.0,85.0,0.4,1.6,269386.0,228952.0,0.0,0.0,0.0,0.0,0.0,3.0,5.8,22.6,28.0,3.6,1003.0,1753603.0,94.0
3.0,0.0,3295.0,196.0,165.0,1.4,2.4,92544.0,32340.0,7.4,17.2,50.8,153.2,0.6,47.4,79.8,109.4,295.2,3.0,168.0,1003514.0,76.0
4.0,2.0,3720.0,278.0,196.0,1.4,1.6,279725.0,263781.0,0.0,0.0,0.0,0.0,0.0,5.79,8.18,112.18,343.51,1.3,644.0,1006441.0,76.0
17.0,6.0,973.0,128.0,56.0,1.0,1.2,567287.0,27588.0,8.8,11.0,14.8,25.2,3.2,8.8,16.6,72.4,129.8,180.0,90.0,9.0,0.0
0.0,0.0,533.0,107.0,78.0,0.2,0.2,23160.0,120134.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,15.63,20.84,1.8,1723.0,1770424.0,88.0
14.0,1.0,3532.0,235.0,175.0,10.8,32.0,201549.0,27048.0,3.0,5.0,9.0,8.6,4.2,14.4,15.8,353.0,725.0,1.0,143.0,1077171.0,67.0
8.0,4.0,2576.0,334.0,159.0,1.4,2.8,630571.0,44851.0,3.4,4.0,4.0,0.0,2.4,1.6,1.6,142.8,177.0,2.2,363.0,1038963.0,84.0
4.0,0.0,1511.0,192.0,185.0,3.6,1.2,114916.0,34748.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,190.2,262.6,1.8,2681.0,1771302.0,87.0
9.0,0.0,3524.0,392.0,321.0,7.2,3.0,314063.0,8169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.6,523.8,2.2,6596.0,1871922.0,80.0
5.0,1.0,5473.0,335.0,200.0,1.0,1.0,908732.0,64771.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,71.2,130.6,1.0,480.0,1074680.0,85.0
7.0,0.0,3459.0,373.0,391.0,5.6,1.6,237571.0,409952.0,2.0,2.2,2.2,0.0,0.4,2.8,5.4,268.0,417.2,2.2,178.0,1374995.0,79.0
7.0,1.0,2394.0,334.0,315.0,6.8,19.2,142940.0,86476.0,1.0,1.0,1.0,0.0,0.2,17.4,28.6,251.6,453.4,1.8,354.0,1113926.0,74.0
8.0,5.0,3281.0,366.0,155.0,2.99,4.78,389489.0,60828.0,6.77,27.89,130.68,296.81,1.59,92.23,92.63,146.41,414.54,2.2,115.0,1124140.0,79.0
1.0,0.0,7657.0,253.0,208.0,0.2,0.2,98585.0,54427.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,16.4,25.4,1.3,591.0,1077248.0,87.0
3.0,0.0,3473.0,132.0,137.0,0.6,0.6,9715.0,26776.0,10.22,20.24,20.24,0.0,1.0,78.16,92.18,51.7,267.74,5.2,370.0,1021517.0,83.0
32.0,45.0,1599.0,125.0,86.0,0.2,0.2,364792.0,35528.0,6.8,8.0,8.0,0.0,7.2,6.4,7.0,20.2,115.0,1.0,272.0,1031914.0,91.0
3.0,2.0,1499.0,148.0,124.0,0.4,0.4,11264.0,34108.0,2.2,10.4,18.4,51.8,1.0,10.2,10.8,33.2,70.2,2.0,158.0,1085613.0,93.0
10.0,1.0,2866.0,424.0,386.0,7.4,2.4,212790.0,119991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.8,532.4,2.8,6457.0,1845248.0,78.0
3.0,0.0,1643.0,171.0,153.0,0.8,2.2,20529.0,26776.0,0.0,0.0,0.0,0.0,0.2,1.6,2.4,66.6,105.0,537.0,91.0,9.0,0.0
6.0,1.0,2961.0,458.0,401.0,2.4,0.8,260714.0,202105.0,2.61,3.01,3.01,0.0,0.8,0.2,0.2,133.07,193.79,2.7,217.0,1006899.0,87.0
12.0,2.0,1150.0,95.0,87.0,1.4,1.6,108636.0,22667.0,1.0,1.0,1.0,0.0,3.2,12.6,13.0,113.0,168.0,1.0,333.0,1026162.0,91.0
18.0,13.0,3596.0,317.0,157.0,2.59,6.59,336597.0,73095.0,7.19,36.73,148.3,311.18,0.6,63.07,83.63,225.35,533.13,1.0,252.0,996648.0,73.0
3.0,2.0,1346.0,76.0,63.0,0.8,1.0,87027.0,23039.0,0.0,0.0,0.0,0.0,0.2,47.0,47.0,46.8,161.4,3.0,1681.0,1008840.0,93.0
40.0,26.0,1207.0,88.0,104.0,1.8,1.8,110864.0,69840.0,7.4,18.4,20.0,8.0,8.2,1.6,1.6,130.2,149.0,3.2,193.0,1535515.0,91.0
12.0,9.0,4264.0,220.0,156.0,0.4,0.4,34420.0,51388.0,0.0,0.0,0.0,0.0,1.0,8.0,12.0,35.4,51.8,1.7,407.0,1130074.0,88.0
5.0,0.0,7763.0,1587.0,1532.0,5.0,1.4,1348324.0,1199088.0,0.0,0.0,0.0,0.0,18.8,6.2,10.2,241.0,369.0,1.0,663.0,1093842.0,63.0
4.0,0.0,898.0,94.0,63.0,1.0,1.2,51077.0,35165.0,2.0,3.41,3.21,0.0,1.0,1.0,2.0,94.59,126.65,1.0,464.0,1014270.0,93.0
1.0,0.0,4591.0,79.0,102.0,0.2,0.2,62867.0,42250.0,1.6,6.39,12.38,18.56,0.0,6.99,13.37,20.76,42.32,1.5,180.0,1013748.0,93.0
21.0,12.0,2619.0,442.0,199.0,1.2,1.2,546478.0,130566.0,6.4,21.2,37.4,41.2,4.0,6.4,10.4,96.0,244.0,4.8,218.0,1540139.0,87.0
13.0,1.0,3501.0,353.0,147.0,5.99,6.79,251468.0,31489.0,4.79,18.76,65.07,111.98,2.99,54.09,56.09,350.9,687.82,1.0,125.0,1084677.0,69.0
16.0,0.0,1404.0,131.0,100.0,3.4,4.0,71028.0,29572.0,8.0,45.6,99.0,317.2,0.2,20.6,82.8,128.6,208.6,1.5,145.0,1058082.0,84.0
12.0,4.0,2128.0,269.0,206.0,3.0,1.2,94070.0,21569.0,2.0,5.0,18.4,27.2,0.2,1.0,1.0,148.2,252.8,2.6,173.0,959533.0,84.0
7.0,1.0,1071.0,50.0,60.0,6.2,9.6,27162.0,193369.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,187.0,389.0,1.8,6829.0,1852869.0,85.0
8.0,1.0,2702.0,414.0,340.0,4.6,3.8,173275.0,127401.0,0.0,0.0,0.0,0.0,0.0,23.8,24.0,322.4,458.0,2.0,988.0,1015205.0,79.0
2.0,0.0,386.0,42.0,14.0,2.2,2.2,92461.0,20544.0,0.0,0.0,0.0,0.0,0.0,2.2,4.0,208.8,178.0,1.6,9145.0,1879085.0,88.0
8.0,2.0,2143.0,153.0,64.0,6.4,23.2,173702.0,24454.0,4.0,4.4,4.4,0.0,1.6,1.8,1.8,379.6,570.0,1.0,204.0,1036819.0,75.0
10.0,4.0,3734.0,212.0,168.0,1.2,1.0,197813.0,112160.0,0.0,0.0,0.0,0.0,5.99,17.37,19.56,106.99,142.12,2.0,1446.0,1110237.0,87.0
49.0,60.0,3735.0,492.0,275.0,3.61,2.61,552034.0,89148.0,4.81,9.22,9.22,0.0,0.2,2.0,2.0,191.18,344.09,1.0,187.0,1068874.0,79.0
8.0,1.0,4754.0,440.0,395.0,6.4,1.8,168486.0,310473.0,1.4,3.2,2.8,0.0,0.2,1.4,1.4,305.8,556.2,3.6,278.0,1006816.0,74.0
5.0,1.0,1056.0,159.0,90.0,3.78,2.39,392045.0,14382.0,0.0,0.0,0.0,0.0,0.0,1.79,1.79,264.94,268.13,2.0,11346.0,1873335.0,85.0
11.0,6.0,1512.0,98.0,59.0,0.4,0.4,313126.0,16402.0,3.2,4.2,5.2,11.4,3.6,3.0,4.2,39.8,53.6,163.0,92.0,7.0,0.0
4.0,0.0,1596.0,170.0,146.0,2.4,1.8,89489.0,41764.0,3.8,4.8,4.8,0.2,0.8,3.8,4.4,122.4,212.6,1.0,263.0,1055742.0,90.0
81.0,100.0,2467.0,86.0,79.0,2.0,8.8,31296.0,67249.0,3.6,3.6,11.2,18.8,2.4,5.0,5.0,122.2,178.0,3.0,141.0,1526331.0,87.0
104.0,118.0,5679.0,569.0,448.0,7.2,5.0,407867.0,26012.0,0.0,0.0,0.0,0.0,0.2,19.6,20.0,362.2,621.0,6.6,905.0,1295725.0,64.0
4.0,1.0,638.0,112.0,46.0,2.0,2.0,326272.0,92143.0,0.0,0.0,0.0,0.0,0.0,3.19,5.79,193.21,160.68,1.8,8024.0,1864548.0,81.0
11.0,4.0,4533.0,431.0,337.0,6.8,4.0,171401.0,77556.0,3.4,3.4,3.4,0.0,0.8,2.8,4.4,334.4,512.0,2.5,337.0,1136933.0,75.0
12.0,0.0,4315.0,426.0,372.0,5.4,1.6,162628.0,11693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,381.2,2.8,4973.0,1718726.0,82.0
26.0,13.0,6511.0,707.0,426.0,8.2,15.6,347219.0,141663.0,4.2,8.6,23.4,51.4,1.2,13.6,19.0,478.0,658.8,1.7,185.0,1092566.0,60.0
1.0,0.0,3017.0,351.0,206.0,0.4,0.6,90084.0,116978.0,7.2,39.4,82.8,142.2,0.0,23.8,24.0,46.8,131.0,1.6,140.0,1119339.0,84.0
69.0,90.0,3175.0,109.0,128.0,1.0,1.6,66150.0,121835.0,0.0,0.0,0.0,0.0,0.0,7.4,9.4,59.6,88.8,3.8,735.0,1519203.0,80.0
23.0,29.0,415.0,34.0,56.0,0.2,0.2,28673.0,57303.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,33.47,55.91,1.2,2212.0,1772588.0,93.0
69.0,59.0,731.0,80.0,61.0,2.4,3.6,249270.0,114777.0,0.0,0.0,0.0,0.0,0.0,15.6,29.2,148.4,367.4,2.6,6676.0,1713430.0,88.0
49.0,48.0,4918.0,402.0,238.0,2.39,3.98,202001.0,157198.0,10.56,21.71,39.84,86.85,0.8,11.95,20.32,162.55,271.91,3.0,169.0,1005745.0,78.0
4.0,1.0,548.0,80.0,85.0,2.2,1.8,257084.0,218771.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,164.0,158.6,1.6,5861.0,1849299.0,88.0
8.0,0.0,2928.0,495.0,380.0,6.8,1.8,468904.0,99160.0,0.0,0.0,0.0,0.0,0.0,3.2,5.6,341.6,491.0,5.2,1534.0,1755962.0,79.0
20.0,27.0,1209.0,99.0,42.0,1.0,1.6,417136.0,280732.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,94.0,121.4,2.6,1210.0,1760954.0,90.0
28.0,3.0,3425.0,146.0,84.0,15.0,38.8,363364.0,29405.0,2.8,3.4,2.8,0.0,1.4,15.2,15.2,566.4,1036.2,1.2,235.0,1082774.0,54.0
45.0,64.0,712.0,47.0,46.0,0.4,0.4,42938.0,14112.0,0.4,0.4,0.4,0.0,0.2,2.2,2.8,39.0,57.6,2.2,488.0,992288.0,95.0
2.0,0.0,1317.0,134.0,88.0,0.6,2.0,61085.0,24946.0,4.41,4.61,4.61,0.0,1.2,4.81,7.82,50.7,73.35,1.0,191.0,1016476.0,94.0
16.0,14.0,2942.0,77.0,79.0,1.6,3.19,39721.0,33909.0,3.99,17.37,84.43,159.28,1.2,1.0,1.0,155.89,308.38,3.0,233.0,1014451.0,88.0
1.0,0.0,2282.0,401.0,210.0,0.2,0.2,12692.0,54386.0,0.2,0.2,0.2,0.0,0.2,0.6,0.8,19.2,37.8,1.6,235.0,1742318.0,88.0
1.0,0.0,1290.0,57.0,31.0,0.2,0.2,179031.0,20684.0,0.0,0.0,0.0,0.0,0.0,2.0,3.79,15.57,19.16,1.8,737.0,1036984.0,94.0
17.0,6.0,3602.0,268.0,218.0,3.0,1.6,609352.0,126676.0,0.0,0.0,0.0,0.0,0.0,29.0,64.6,168.0,280.6,5.0,4126.0,1334456.0,83.0
7.0,7.0,1243.0,218.0,79.0,0.4,0.4,1182330.0,23285.0,9.4,31.6,125.0,179.0,0.2,6.8,10.2,33.2,199.2,1.0,152.0,1171952.0,89.0
4.0,3.0,3163.0,340.0,214.0,1.0,2.4,338299.0,157235.0,2.2,3.0,3.0,0.0,0.8,46.0,46.8,74.6,211.0,1.5,445.0,985458.0,82.0
23.0,1.0,1576.0,198.0,127.0,0.8,0.8,184039.0,37931.0,7.8,34.6,82.0,234.4,1.8,64.4,74.6,47.0,254.0,1.0,130.0,968042.0,86.0
4.0,3.0,3282.0,257.0,187.0,0.8,0.8,64145.0,281762.0,5.0,6.8,9.2,5.8,1.6,3.2,5.2,46.8,80.0,2.8,134.0,1010344.0,88.0
0.0,0.0,431.0,88.0,54.0,0.2,0.2,193433.0,6067.0,0.0,0.0,0.0,0.0,0.0,11.98,23.95,15.57,18.76,3.0,687.0,1700786.0,96.0
3.0,1.0,1693.0,208.0,124.0,0.4,1.6,26945.0,36802.0,0.0,0.0,0.0,0.0,0.0,20.36,22.75,15.97,99.4,3.3,469.0,1105220.0,91.0
2.0,1.0,1120.0,60.0,59.0,1.6,2.8,9287.0,15261.0,0.4,0.4,0.4,0.0,0.6,0.4,0.6,90.0,158.2,1.0,179.0,1024437.0,92.0
8.0,0.0,3154.0,148.0,89.0,6.81,20.44,128585.0,37322.0,0.0,0.0,0.0,0.0,8.02,1.0,1.0,253.51,510.42,3.4,465.0,1083872.0,72.0
10.0,4.0,2685.0,362.0,243.0,2.79,1.0,765585.0,659609.0,4.99,12.77,28.74,50.9,0.4,40.72,50.9,137.33,292.02,144.0,84.0,16.0,0.0
31.0,18.0,3012.0,183.0,102.0,1.0,1.0,173124.0,55477.0,0.0,0.0,0.0,0.0,0.0,23.6,62.0,57.0,259.0,2.8,5375.0,1416432.0,83.0
27.0,32.0,2899.0,249.0,194.0,3.19,2.4,72150.0,117011.0,6.39,12.77,9.18,0.0,0.2,16.77,19.56,166.07,314.17,2.0,361.0,1059804.0,82.0
40.0,50.0,2610.0,233.0,75.0,2.8,2.6,544046.0,24440.0,0.0,0.0,0.0,0.0,0.0,27.0,32.6,217.0,292.4,2.4,1310.0,1752834.0,80.0
13.0,1.0,3195.0,475.0,372.0,9.8,3.8,256291.0,9559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,646.8,2.0,6118.0,1854101.0,77.0
3.0,0.0,1777.0,146.0,85.0,1.0,1.4,61198.0,40040.0,1.2,1.6,1.6,0.0,1.4,1.6,1.6,91.0,108.2,1.3,457.0,1058109.0,90.0
1.0,0.0,1899.0,128.0,112.0,1.0,1.6,19624.0,26141.0,0.0,0.0,0.0,0.0,0.0,1.4,1.6,91.78,173.15,2.0,934.0,1096898.0,89.0
4.0,4.0,2113.0,101.0,153.0,0.4,0.6,8068.0,356041.0,9.4,10.6,10.6,0.0,8.6,0.2,0.2,32.8,49.8,2.2,294.0,1391992.0,92.0
21.0,18.0,886.0,218.0,119.0,0.6,0.6,83461.0,25311.0,0.0,0.0,0.0,0.0,0.0,12.57,19.16,47.9,83.03,1.0,572.0,983730.0,92.0
28.0,26.0,4492.0,312.0,135.0,1.8,2.2,231071.0,29774.0,0.0,0.0,0.0,0.0,0.4,5.0,9.4,138.2,216.8,2.8,441.0,1379102.0,88.0
4.0,3.0,2731.0,127.0,90.0,1.0,3.4,54912.0,81047.0,0.0,0.0,0.0,0.0,0.0,17.6,18.0,70.4,200.6,1.4,426.0,1023250.0,87.0
12.0,11.0,402.0,189.0,61.0,0.2,0.2,205804.0,208228.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.6,17.2,3.2,903.0,1742826.0,95.0
4.0,0.0,3883.0,424.0,224.0,0.8,1.0,706506.0,603887.0,25.2,46.0,83.2,165.0,12.6,24.2,35.4,52.8,159.6,3.8,143.0,1030888.0,80.0
1.0,0.0,1280.0,53.0,59.0,0.8,0.8,71390.0,46715.0,2.4,5.59,23.35,78.24,1.8,31.54,38.92,45.11,116.77,2.0,147.0,1054092.0,91.0
68.0,40.0,1263.0,197.0,123.0,2.0,3.4,253418.0,116677.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,138.4,259.6,2.6,3505.0,1823155.0,85.0
3.0,1.0,1329.0,131.0,74.0,1.0,1.0,115563.0,85464.0,20.16,27.74,27.74,0.0,11.58,1.8,2.2,52.89,156.49,1.0,232.0,1054184.0,90.0
6.0,1.0,3959.0,659.0,573.0,3.0,1.4,569326.0,396615.0,1.4,2.6,2.4,0.0,2.2,3.4,4.8,180.8,303.8,2.0,427.0,1125595.0,79.0
4.0,1.0,7225.0,252.0,310.0,1.4,1.4,164847.0,565690.0,1.0,1.2,1.2,0.0,0.8,7.6,10.0,64.2,116.2,2.3,299.0,1004424.0,77.0
30.0,25.0,1951.0,86.0,132.0,1.2,1.6,70927.0,44956.0,0.0,0.0,0.0,0.0,0.2,14.4,22.0,86.6,156.8,1.8,3293.0,1761960.0,81.0
3.0,1.0,767.0,87.0,83.0,2.2,2.4,86290.0,18476.0,0.0,0.0,0.0,0.0,1.0,2.0,2.6,113.8,203.6,3.6,628.0,1713152.0,93.0
34.0,48.0,3941.0,283.0,270.0,1.8,0.8,194163.0,352420.0,0.0,0.0,0.0,0.0,0.8,1.6,1.6,95.2,151.2,2.6,882.0,1372090.0,87.0
15.0,11.0,2599.0,277.0,234.0,3.61,2.2,133465.0,102035.0,17.03,31.46,50.1,46.29,10.22,10.02,15.83,187.78,297.8,2.0,139.0,1731732.0,85.0
1.0,0.0,1729.0,125.0,58.0,0.2,0.2,169465.0,22569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,2.4,6122.0,1729688.0,95.0
0.0,0.0,4129.0,274.0,136.0,0.8,0.8,295888.0,114089.0,1.4,1.8,1.6,0.0,0.2,11.58,11.78,52.69,106.39,2.2,515.0,1011946.0,86.0
0.0,0.0,1327.0,62.0,68.0,0.2,0.2,69648.0,264439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.2,6924.0,1879024.0,94.0
12.0,0.0,1930.0,148.0,75.0,5.2,22.0,293028.0,25681.0,6.4,16.2,73.8,151.2,0.8,22.0,30.0,312.6,521.6,1.0,166.0,1037280.0,75.0
2.0,1.0,525.0,95.0,52.0,2.0,2.0,326756.0,243185.0,0.0,0.0,0.0,0.0,0.0,5.6,10.6,156.0,150.4,2.6,3403.0,1822906.0,85.0
4.0,1.0,4200.0,192.0,155.0,2.99,10.58,51812.0,35074.0,0.0,0.0,0.0,0.0,0.2,3.19,4.19,172.06,238.52,1.2,561.0,1093779.0,84.0
0.0,0.0,2273.0,73.0,68.0,0.2,0.2,2262.0,8296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,2.0,4115.0,1776888.0,89.0
12.0,9.0,607.0,50.0,20.0,2.4,3.21,37751.0,6467.0,0.0,0.0,0.0,0.0,0.2,1.8,2.2,153.11,228.66,1.4,1783.0,1784160.0,93.0
5.0,2.0,1825.0,126.0,191.0,0.4,0.4,215016.0,445735.0,3.8,4.0,4.0,0.0,3.6,5.2,6.2,34.4,67.0,3.0,328.0,1372560.0,90.0
13.0,11.0,4427.0,270.0,183.0,1.6,3.2,172031.0,118129.0,5.0,18.6,34.8,56.0,1.4,10.4,17.4,90.4,180.2,1.3,154.0,998984.0,84.0
2.0,0.0,4424.0,259.0,230.0,0.4,0.4,61058.0,99269.0,0.0,0.0,0.0,0.0,0.79,4.76,5.56,33.73,86.9,3.4,466.0,1061705.0,88.0
64.0,1.0,1877.0,196.0,186.0,2.79,2.2,53123.0,30434.0,0.0,0.0,0.0,0.0,0.0,7.39,8.98,182.24,234.73,4.0,962.0,1125137.0,86.0
24.0,20.0,2284.0,310.0,187.0,1.2,2.0,360668.0,526108.0,4.2,12.2,23.0,50.4,0.0,15.0,26.0,152.6,315.0,2.0,399.0,1035773.0,83.0
9.0,7.0,2523.0,214.0,104.0,0.6,0.6,50827.0,31696.0,0.0,0.0,0.0,0.0,0.2,5.6,6.8,47.4,103.4,6.0,1730.0,1314139.0,92.0
34.0,21.0,2783.0,251.0,178.0,3.99,2.79,329611.0,106187.0,0.0,0.0,0.0,0.0,0.0,33.13,43.91,201.8,461.28,4.0,8614.0,1367184.0,81.0
10.0,1.0,1591.0,329.0,137.0,1.6,2.0,192864.0,11556.0,0.0,0.0,0.0,0.0,0.2,20.0,20.0,122.4,304.6,3.8,6061.0,1709011.0,88.0
52.0,63.0,2159.0,154.0,151.0,2.4,0.8,82739.0,42654.0,4.0,6.8,6.8,0.0,0.4,2.0,2.2,119.2,207.4,6.8,273.0,1519694.0,90.0
16.0,1.0,5420.0,560.0,450.0,6.59,1.8,190506.0,64355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.76,465.67,3.8,2525.0,1640078.0,78.0
53.0,0.0,3760.0,272.0,112.0,12.83,36.67,434501.0,32705.0,10.62,58.12,82.57,143.69,0.2,21.44,33.07,498.0,962.53,2.3,185.0,1108132.0,55.0
8.0,1.0,1895.0,175.0,159.0,1.8,0.8,92383.0,108629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,148.4,2.2,5123.0,1674083.0,93.0
0.0,0.0,3657.0,230.0,131.0,0.4,0.6,350733.0,241407.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,35.2,46.6,5.4,1594.0,1615850.0,92.0
14.0,13.0,2410.0,265.0,194.0,0.2,0.2,29585.0,37210.0,2.2,3.0,3.0,0.0,0.6,3.8,5.2,15.8,21.4,1.5,171.0,1085166.0,94.0
9.0,0.0,4033.0,556.0,517.0,5.0,3.2,380106.0,244752.0,7.0,7.6,12.0,12.4,0.6,5.8,6.0,252.0,466.4,2.6,224.0,1074147.0,76.0
1.0,0.0,4859.0,238.0,189.0,0.8,0.8,229829.0,305705.0,2.2,2.59,2.59,0.0,0.0,4.59,4.79,105.59,124.95,4.2,421.0,1004659.0,83.0
1.0,0.0,2183.0,187.0,125.0,0.4,0.4,9210.0,25126.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,38.28,40.68,1.0,2133.0,1075083.0,92.0
2.0,0.0,450.0,48.0,30.0,2.0,2.4,110942.0,48105.0,0.0,0.0,0.0,0.0,0.0,4.2,6.6,185.2,161.4,1.0,11884.0,1888162.0,90.0
5.0,3.0,2562.0,165.0,132.0,0.4,0.4,372680.0,115023.0,2.2,2.4,2.4,0.0,5.8,1.8,1.8,31.0,58.8,3.8,212.0,1323400.0,92.0
4.0,0.0,3437.0,274.0,158.0,3.4,9.0,368553.0,81473.0,0.0,0.0,0.0,0.0,0.0,18.8,33.0,216.2,329.6,1.7,793.0,1096205.0,80.0
28.0,38.0,2089.0,139.0,132.0,0.6,0.6,39676.0,74809.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,45.2,125.6,2.7,2041.0,1860174.0,93.0
33.0,48.0,246.0,47.0,27.0,0.4,1.2,308390.0,286630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,31.8,2.8,5617.0,1835560.0,96.0
9.0,0.0,3332.0,291.0,220.0,2.4,1.6,202138.0,67219.0,2.6,3.2,4.8,4.2,1.8,2.0,2.6,151.0,241.2,1.3,204.0,1089602.0,86.0
3.0,2.0,933.0,66.0,74.0,0.4,0.4,5198.0,20851.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,35.0,53.0,1.5,3042.0,1013574.0,95.0
55.0,68.0,4149.0,462.0,267.0,3.4,1.6,531019.0,385011.0,0.4,0.8,0.8,0.0,0.2,47.8,56.4,193.0,375.8,403.0,73.0,26.0,0.0
7.0,0.0,4160.0,267.0,208.0,7.2,18.0,244849.0,21467.0,2.0,9.2,24.2,42.2,1.0,0.2,0.2,347.6,531.2,3.6,149.0,1750672.0,71.0
20.0,14.0,3720.0,355.0,192.0,1.8,1.2,425236.0,398844.0,3.0,9.8,39.6,86.8,6.2,2.0,2.0,94.2,298.0,2.4,145.0,1038234.0,80.0
5.0,3.0,1714.0,87.0,54.0,1.4,1.4,33334.0,20103.0,0.0,0.0,0.0,0.0,0.0,6.8,10.0,70.8,125.2,2.5,709.0,1067816.0,92.0
3.0,1.0,663.0,81.0,96.0,1.8,0.6,62398.0,53313.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,87.0,125.0,1.0,7348.0,1874123.0,95.0
27.0,31.0,1258.0,181.0,172.0,3.4,1.0,82577.0,7863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,232.2,1.6,5292.0,1860475.0,91.0
13.0,4.0,3499.0,105.0,74.0,2.0,14.2,294889.0,273161.0,0.0,0.0,0.0,0.0,0.0,6.6,11.2,105.2,148.6,4.8,2391.0,1564432.0,91.0
3.0,1.0,3109.0,210.0,383.0,0.8,1.0,123627.0,36022.0,1.2,7.4,16.0,23.2,0.6,7.8,8.6,67.2,98.6,2.2,203.0,1051835.0,85.0
20.0,2.0,3229.0,197.0,115.0,4.8,5.2,270106.0,85338.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,253.8,443.8,3.8,1491.0,1547806.0,83.0
0.0,0.0,241.0,25.0,38.0,0.2,0.2,15975.0,105114.0,11.6,22.8,19.6,10.8,0.0,3.0,5.0,15.4,21.4,2.0,155.0,1741774.0,92.0
33.0,47.0,956.0,85.0,72.0,0.2,0.2,190279.0,102313.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,47.8,43.2,2.6,1109.0,1537536.0,95.0
39.0,23.0,3674.0,318.0,177.0,2.59,3.59,160120.0,78498.0,2.79,2.79,2.79,0.0,1.6,0.2,0.2,175.85,262.08,2.6,223.0,1624016.0,85.0
1.0,1.0,1533.0,131.0,178.0,0.2,0.2,270299.0,208321.0,0.0,0.0,0.0,0.0,0.2,3.4,5.4,24.8,20.0,2.0,464.0,1045766.0,91.0
24.0,4.0,2059.0,299.0,184.0,2.2,2.6,576941.0,262582.0,16.0,28.6,28.2,0.0,1.6,36.6,50.8,140.6,355.4,4.8,416.0,1024258.0,79.0
35.0,39.0,700.0,150.0,56.0,2.0,2.0,82631.0,8659.0,0.0,0.0,0.0,0.0,0.0,10.6,11.0,77.0,133.4,2.6,534.0,1745819.0,87.0
12.0,10.0,588.0,100.0,91.0,0.8,0.6,27040.0,33387.0,4.8,9.2,12.0,13.0,5.2,0.0,0.0,55.6,71.0,2.4,194.0,1716059.0,92.0
3.0,0.0,1289.0,58.0,59.0,0.4,0.2,64893.0,61114.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,28.8,25.6,2.0,5091.0,1673590.0,97.0
